cinema,date,time,title,href,poster,year,valid
Coming Soon,13/10/2024,,Howl's Moving Castle,,https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_SX300.jpg,2004,yes
Coming Soon,15/10/2024,,My Hero Academia: You're Next,,https://m.media-amazon.com/images/M/MV5BNGVmZDJhNjItYzdlOC00ODA2LWFkYjctY2NmMzNiZTQ2NTVjXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,17/10/2024,,Smile 2,,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,17/10/2024,,Terminator 2: Judgment Day,,https://m.media-amazon.com/images/M/MV5BNGMyMGNkMDUtMjc2Ni00NWFlLTgyODEtZTY2MzBiZTg0OWZiXkEyXkFqcGc@._V1_SX300.jpg,1991,yes
Coming Soon,17/10/2024,,My Hero Academia: You`re next,,,,no
Coming Soon,17/10/2024,,Smile,,https://m.media-amazon.com/images/M/MV5BNjFhMzBlNzktMjE2Ni00YTMyLWI2YWUtYmM1N2QxMDQwZmZhXkEyXkFqcGc@._V1_SX300.jpg,2022,yes
Coming Soon,17/10/2024,,Zak & Wowo: The Legend Of Lenders,,,,no
Coming Soon,17/10/2024,,Elli & Her Monster Team,,,,no
Coming Soon,17/10/2024,,Panda Bear in Africa,,https://m.media-amazon.com/images/M/MV5BNGI3YWFkMWEtZTZjNS00NWI1LThiYWEtZDBlZDg4NWRjMzcxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,17/10/2024,,Luny Tunes,,,,no
Coming Soon,17/10/2024,,The Tiger's Apprentice,,https://m.media-amazon.com/images/M/MV5BOGFkNTQxZTctMjQ5YS00NWIzLTk5NGQtZDgyZTY5MDA1NWMzXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_SX300.jpg,2024,yes
Coming Soon,17/10/2024,,ZAK & WOWO: THE LEGEND OF LENDERS,,,,no
Coming Soon,17/10/2024,,My Hero Academia: Youre Next,,,,no
Coming Soon,17/10/2024,,The Day the Earth Blew Up: A Looney Tunes Movie,,https://m.media-amazon.com/images/M/MV5BN2Q2MDQ4MWYtMzk0My00NWFkLTlkZmEtNDgwNThhYjAzODg4XkEyXkFqcGdeQXVyMTE2NDA4MDMy._V1_SX300.jpg,2024,yes
Coming Soon,17/10/2024,,Good Boys 2,,,,no
Coming Soon,17/10/2024,,We Live in Time,,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,21/10/2024,,Brawl City,,,,no
Coming Soon,24/10/2024,,Tears For Fears Live (A Tipping Point Film),,N/A,2023,yes
Coming Soon,24/10/2024,,Black Tea,,https://m.media-amazon.com/images/M/MV5BNzU0MWIyODQtZmFmYS00NGRiLTgyMTctYjIxMmVmZDI4ZThmXkEyXkFqcGdeQXVyMTE5NTM5NTU5._V1_SX300.jpg,2024,yes
Coming Soon,24/10/2024,,Weekend in Taipei,,https://m.media-amazon.com/images/M/MV5BY2JiNDJiN2EtNGRlNC00ODE2LTgwNmQtOGFiZTk0NjZlMmFhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,24/10/2024,,Transformers One,,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,24/10/2024,,This Is My Mother,,https://m.media-amazon.com/images/M/MV5BOTQwNWEyMGUtOTIyNC00MDcxLTgzOWEtNjFhZGE0YTM2YTg2XkEyXkFqcGdeQXVyNTAyNDQzNjI@._V1_SX300.jpg,2023,yes
Coming Soon,24/10/2024,,Venom: The Last Dance,,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,30/10/2024,,The Wild Robot,,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,31/10/2024,,Three Thousand Years of Longing,,https://m.media-amazon.com/images/M/MV5BMDFiMDE2YjUtZmU0Yi00M2NlLThhYWMtMGEzMTQ3ZjAyYjZlXkEyXkFqcGc@._V1_SX300.jpg,2022,yes
Coming Soon,31/10/2024,,You Were Never Really Here,,https://m.media-amazon.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,2017,yes
Coming Soon,31/10/2024,,"Love, Classified",,https://m.media-amazon.com/images/M/MV5BNDM0NjAzNzEtMDhjMy00OTVkLWI4NDktZGFlZmRkMjRmMGQwXkEyXkFqcGdeQXVyNTI0MTI0OTY@._V1_SX300.jpg,2022,yes
Coming Soon,31/10/2024,,Under Therapy,,https://m.media-amazon.com/images/M/MV5BNTViNDY4NzQtYjVmOC00OWRiLWI1ZmMtYmMzMjQyMmUzNWUxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2023,yes
Coming Soon,07/11/2024,,Emilia Pérez,,https://m.media-amazon.com/images/M/MV5BMGM0OGNhMzktZGFlNC00NDRmLWJmOTgtYmQ0N2JlZGJhMzQyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,07/11/2024,,Runt,,https://m.media-amazon.com/images/M/MV5BZTkyYmViMGUtOTk0Ni00NTZjLThkM2ItNGMxNGJhNjY4MDE4XkEyXkFqcGdeQXVyMTE1MDAwNjEy._V1_SX300.jpg,2019,yes
Coming Soon,07/11/2024,,Memory,,https://m.media-amazon.com/images/M/MV5BNjk1ZjBkMTgtZmIwMi00OTM0LTk4ZGQtNDE0YmNkY2I3YTMyXkEyXkFqcGc@._V1_SX300.jpg,2022,yes
Coming Soon,14/11/2024,,One Piece Film: Red,,https://m.media-amazon.com/images/M/MV5BNTdjY2YxYTQtNjIzYy00ZDczLThhNTUtNmY2ZWNkZjZiMTYzXkEyXkFqcGc@._V1_SX300.jpg,2022,yes
Coming Soon,14/11/2024,,Gladiator II,,https://m.media-amazon.com/images/M/MV5BODVlNzZmOWUtNTNhNC00YzczLTg5NzAtOThlZjViZDkwYTIzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,14/11/2024,,The Braid,,https://m.media-amazon.com/images/M/MV5BOTM2NjBjM2ItNjdmZi00MTljLTliZjctNzE4ZGM5NTIwODc1XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_SX300.jpg,2023,yes
Coming Soon,14/11/2024,,The Vanishing Soldier,,https://m.media-amazon.com/images/M/MV5BNGQ1YzFiYWUtNjIwMC00MzdkLThmMjctZDhkYmExODAzMTNmXkEyXkFqcGdeQXVyMTIxMTAzNzU4._V1_SX300.jpg,2023,yes
Coming Soon,21/11/2024,,Wicked: Part 1,,,,no
Coming Soon,21/11/2024,,Wicked Little Letters,,https://m.media-amazon.com/images/M/MV5BN2NmNWYzNTktNThmNS00MjZkLTk5NjItZTEwNTczMzAwMWI2XkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_SX300.jpg,2023,yes
Coming Soon,28/11/2024,,Moana 2,,https://m.media-amazon.com/images/M/MV5BZTU3YzdlNjQtY2ExOS00YjMyLTg2OWEtMzcwYmU0NWQzMmU1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,28/11/2024,,Take Me Home Tonight,,https://m.media-amazon.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_SX300.jpg,2011,yes
Coming Soon,05/12/2024,,State Property: Blood on the Streets,,https://m.media-amazon.com/images/M/MV5BMTQ5NjIzNDgyN15BMl5BanBnXkFtZTcwMTUxNzgyMQ@@._V1_SX300.jpg,2005,yes
Coming Soon,12/12/2024,,Arugam Bay,,https://m.media-amazon.com/images/M/MV5BYmM5YmJhYzktZDVjZC00MjFlLTg0MjYtN2ZmMDBjMGY1YjRkXkEyXkFqcGdeQXVyMTA2NDQ0NjA@._V1_SX300.jpg,2023,yes
Coming Soon,12/12/2024,,The Lord of the Rings: The War of the Rohirrim,,https://m.media-amazon.com/images/M/MV5BMmU1YzZkMjAtYjNjOC00ZDFhLWE3Y2QtZTM2ZTdkZWM1OGM3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,12/12/2024,,Night of the Hunted,,https://m.media-amazon.com/images/M/MV5BZjJhNTRmMzQtY2M0Ny00ZGY4LTkzNDUtNWZkNDk0NjUzMTU1XkEyXkFqcGc@._V1_SX300.jpg,2023,yes
Coming Soon,12/12/2024,,Sridevi Soda Center,,https://m.media-amazon.com/images/M/MV5BZGExNDA4Y2ItYmRhMC00MTRkLWFkNmMtYmRlY2UxMTA0YjQyXkEyXkFqcGc@._V1_SX300.jpg,2021,yes
Coming Soon,12/12/2024,,Kraven the Hunter,,https://m.media-amazon.com/images/M/MV5BZDU0YTI5ODAtN2NmMS00YTg3LTgyNDItN2RmOWEzOTkzZjcyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,12/12/2024,,Anora,,https://m.media-amazon.com/images/M/MV5BYThiN2M0NTItODRmNC00NDhlLWFiYTgtMWM2YTEyYzI3ZTY1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,19/12/2024,,Mufasa: The Lion King,,https://m.media-amazon.com/images/M/MV5BNjg1YzI5ZmQtZjZkOC00ZDMzLWI4YjYtMmY5MzZjYWE3YzhjXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,19/12/2024,,9/11: I Was There,,https://m.media-amazon.com/images/M/MV5BYjRhY2UxZWYtMDYzYi00ZGFiLWFkYWItY2JkYzRjZjMwNTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2021,yes
Coming Soon,26/12/2024,,The Lord of the Rings: The Fellowship of the Ring,,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,2001,yes
Coming Soon,02/01/2025,,A Real Pain,,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Coming Soon,23/01/2025,,Flight/Risk,,https://m.media-amazon.com/images/M/MV5BNGZmMDg4OTAtZTYzZi00YjBhLWE4M2ItMDYwMDk2MGY4NTcyXkEyXkFqcGc@._V1_SX300.jpg,2022,yes
Coming Soon,30/01/2025,,Den of Thieves 2: Pantera,,N/A,2025,yes
Coming Soon,13/02/2025,,Captain America: Brave New World,,https://m.media-amazon.com/images/M/MV5BZTk2NTUxZDItN2Y1Ni00MDFjLTg4OWItMWY3M2Q2OGNiODUwXkEyXkFqcGc@._V1_SX300.jpg,2025,yes
Coming Soon,20/03/2025,,Snow White and the Huntsman,,https://m.media-amazon.com/images/M/MV5BOGQ5MWNjZGQtOWM2ZC00MjEyLWEwODAtN2JmN2U0OWQ0YzI3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,2012,yes
