cinema,date,time,title,href,poster,year,valid
Jaffa Cinema,28/09/24,20:30,Get the Land Back,https://www.jaffacinema.com/calendar/4979/,https://m.media-amazon.com/images/M/MV5BYTUzNmI4ODUtNTY3Yi00Njk4LWFiMmMtNGRmZDhhMDcyYmJkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,2024,yes
Jaffa Cinema,28/09/24,21:30,Lolita,https://www.jaffacinema.com/calendar/5037/,https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,1962,yes
Jaffa Cinema,28/09/24,19:00,איידהו שלי,https://www.jaffacinema.com/calendar/5032/,,,no
Jaffa Cinema,28/09/24,18:00,Someone to Run With,https://www.jaffacinema.com/calendar/5031/,https://m.media-amazon.com/images/M/MV5BMzMyOWIzOTctNmQ4YS00NzRkLWI0NTMtZjYxOTRmMGJmNDBkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,2006,yes
Jaffa Cinema,29/09/24,18:00,Paprika,https://www.jaffacinema.com/calendar/5034/,https://m.media-amazon.com/images/M/MV5BNDI4MGEwZDAtZDg0Yy00MjFhLTg1MjctODdmZTMyNTUyNDI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2006,yes
Jaffa Cinema,29/09/24,20:30,I'd like to take a trip with your wife,https://www.jaffacinema.com/calendar/5056/,N/A,2013,yes
Jaffa Cinema,29/09/24,19:00,Moulin Rouge!,https://www.jaffacinema.com/calendar/5055/,https://m.media-amazon.com/images/M/MV5BMWFhYjliNjYtYjNhNS00OGExLWFhMjQtNDgwOWYyNWJiYzhmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2001,yes
Jaffa Cinema,29/09/24,21:30,"Crazy, Stupid, Love.",https://www.jaffacinema.com/calendar/5057/,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,2011,yes
Jaffa Cinema,30/09/24,19:00,Spy Kids,https://www.jaffacinema.com/calendar/5059/,https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2001,yes
Jaffa Cinema,30/09/24,20:30,Three Colours: Blue,https://www.jaffacinema.com/calendar/5060/,,1993,no
Jaffa Cinema,30/09/24,21:30,Moulin Rouge!,https://www.jaffacinema.com/calendar/5055/,https://m.media-amazon.com/images/M/MV5BMWFhYjliNjYtYjNhNS00OGExLWFhMjQtNDgwOWYyNWJiYzhmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2001,yes
Jaffa Cinema,30/09/24,18:00,I'd like to take a trip with your wife,https://www.jaffacinema.com/calendar/5056/,N/A,2013,yes
Jaffa Cinema,01/10/24,21:30,Moulin Rouge!,https://www.jaffacinema.com/calendar/5055/,https://m.media-amazon.com/images/M/MV5BMWFhYjliNjYtYjNhNS00OGExLWFhMjQtNDgwOWYyNWJiYzhmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2001,yes
Jaffa Cinema,01/10/24,19:00,Spy Kids,https://www.jaffacinema.com/calendar/5059/,https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2001,yes
Jaffa Cinema,01/10/24,18:00,Paprika,https://www.jaffacinema.com/calendar/5034/,https://m.media-amazon.com/images/M/MV5BNDI4MGEwZDAtZDg0Yy00MjFhLTg1MjctODdmZTMyNTUyNDI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2006,yes
Jaffa Cinema,01/10/24,20:30,The Water Front,https://www.jaffacinema.com/calendar/5064/,https://m.media-amazon.com/images/M/MV5BNmRjMDcyYTgtZjYxOC00MjI0LWIyNTgtYzY1NTM2ZDRhNGIzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Jaffa Cinema,03/10/24,20:30,I'd like to take a trip with your wife,https://www.jaffacinema.com/calendar/5056/,N/A,2013,yes
Jaffa Cinema,03/10/24,21:30,"Crazy, Stupid, Love.",https://www.jaffacinema.com/calendar/5057/,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,2011,yes
Jaffa Cinema,03/10/24,18:00,Spy Kids,https://www.jaffacinema.com/calendar/5059/,https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2001,yes
Jaffa Cinema,03/10/24,19:00,Three Colours: Blue,https://www.jaffacinema.com/calendar/5060/,,1993,no
Jaffa Cinema,05/10/24,18:00,Paprika,https://www.jaffacinema.com/calendar/5034/,https://m.media-amazon.com/images/M/MV5BNDI4MGEwZDAtZDg0Yy00MjFhLTg1MjctODdmZTMyNTUyNDI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2006,yes
Jaffa Cinema,05/10/24,21:30,"Crazy, Stupid, Love.",https://www.jaffacinema.com/calendar/5057/,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,2011,yes
Jaffa Cinema,05/10/24,20:30,Journey to the Center of the Earth,https://www.jaffacinema.com/calendar/5029/,https://m.media-amazon.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_SX300.jpg,2008,yes
Jaffa Cinema,05/10/24,19:00,Three Colours: Blue,https://www.jaffacinema.com/calendar/5060/,,1993,no
Jaffa Cinema,08/10/24,20:30,Dazed and Confused,https://www.jaffacinema.com/calendar/5117/,https://m.media-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_SX300.jpg,1993,yes
Jaffa Cinema,08/10/24,19:00,Hole in the Moon,https://www.jaffacinema.com/calendar/5116/,https://m.media-amazon.com/images/M/MV5BYmY3MmZmOGMtYzhkNS00ZjkzLWI5YWUtN2JiYmVlNGZiNTBlXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,1964,yes
Jaffa Cinema,08/10/24,21:30,Coffee and Cigarettes,https://www.jaffacinema.com/calendar/5118/,https://m.media-amazon.com/images/M/MV5BNDg4MmFiNDAtYWIyYi00Mjg5LWFjMzYtYzc1YTcyODBiNTNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,2003,yes
Jaffa Cinema,08/10/24,18:00,The Red Turtle,https://www.jaffacinema.com/calendar/5115/,https://m.media-amazon.com/images/M/MV5BNGZlYzFhNmYtMmJhMS00YTk5LWI3MDAtZmZhZTM0YzFlYjAxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2016,yes
Jaffa Cinema,09/10/24,18:00,The Red Turtle,https://www.jaffacinema.com/calendar/5115/,https://m.media-amazon.com/images/M/MV5BNGZlYzFhNmYtMmJhMS00YTk5LWI3MDAtZmZhZTM0YzFlYjAxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2016,yes
Jaffa Cinema,09/10/24,20:30,The Governor,https://www.jaffacinema.com/calendar/5109/,https://m.media-amazon.com/images/M/MV5BNzA5OTQ4Mjc1OF5BMl5BanBnXkFtZTcwNjk0NzYyMg@@._V1_SX300.jpg,2009,yes
Jaffa Cinema,09/10/24,20:30,The Governor,https://www.jaffacinema.com/calendar/5109/,https://m.media-amazon.com/images/M/MV5BNzA5OTQ4Mjc1OF5BMl5BanBnXkFtZTcwNjk0NzYyMg@@._V1_SX300.jpg,2009,yes
Jaffa Cinema,09/10/24,21:30,The Red Shoes,https://www.jaffacinema.com/calendar/5121/,https://m.media-amazon.com/images/M/MV5BNGY3NzRmMzQtYzljOC00NGZjLTk4NjQtMzc3YzMwOTVjYzE3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,1948,yes
Jaffa Cinema,10/10/24,20:30,Three Colors: White,https://www.jaffacinema.com/calendar/5124/,https://m.media-amazon.com/images/M/MV5BMTc1ODkzOWItNmM4NS00OGQzLTg5NjctOThjY2M1MGI5ZTRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1994,yes
Jaffa Cinema,10/10/24,19:00,Get the Land Back,https://www.jaffacinema.com/calendar/4979/,https://m.media-amazon.com/images/M/MV5BYTUzNmI4ODUtNTY3Yi00Njk4LWFiMmMtNGRmZDhhMDcyYmJkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,2024,yes
Jaffa Cinema,10/10/24,18:00,Hole in the Moon,https://www.jaffacinema.com/calendar/5116/,https://m.media-amazon.com/images/M/MV5BYmY3MmZmOGMtYzhkNS00ZjkzLWI5YWUtN2JiYmVlNGZiNTBlXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,1964,yes
Jaffa Cinema,10/10/24,21:30,Monogamia,https://www.jaffacinema.com/calendar/5027/,https://m.media-amazon.com/images/M/MV5BMzk4NGY4ZTMtOTlmZC00OTVhLWI4ZGItN2U2ZGE3MTNiMTRkXkEyXkFqcGdeQXVyMjAyMTQ0OTU@._V1_SX300.jpg,2023,yes
Jaffa Cinema,12/10/24,21:30,Dazed and Confused,https://www.jaffacinema.com/calendar/5117/,https://m.media-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_SX300.jpg,1993,yes
Jaffa Cinema,12/10/24,18:00,Hole in the Moon,https://www.jaffacinema.com/calendar/5116/,https://m.media-amazon.com/images/M/MV5BYmY3MmZmOGMtYzhkNS00ZjkzLWI5YWUtN2JiYmVlNGZiNTBlXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,1964,yes
Jaffa Cinema,12/10/24,19:00,The Red Shoes,https://www.jaffacinema.com/calendar/5121/,https://m.media-amazon.com/images/M/MV5BNGY3NzRmMzQtYzljOC00NGZjLTk4NjQtMzc3YzMwOTVjYzE3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,1948,yes
Jaffa Cinema,12/10/24,20:30,Three Colors: White,https://www.jaffacinema.com/calendar/5124/,https://m.media-amazon.com/images/M/MV5BMTc1ODkzOWItNmM4NS00OGQzLTg5NjctOThjY2M1MGI5ZTRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1994,yes
Jaffa Cinema,13/10/24,21:30,The Straight Story,https://www.jaffacinema.com/calendar/5137/,https://m.media-amazon.com/images/M/MV5BM2UxYTMwMWUtOGM1OS00MDI4LWFhNTUtOTA4NWI2ZjEwNmMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,1999,yes
Jaffa Cinema,13/10/24,20:30,Uncle Boonmee Who Can Recall His Past Lives,https://www.jaffacinema.com/calendar/5132/,https://m.media-amazon.com/images/M/MV5BMTc2MjAxMzI3NV5BMl5BanBnXkFtZTcwMDE3MDU0NA@@._V1_SX300.jpg,2010,yes
Jaffa Cinema,13/10/24,19:00,Persona,https://www.jaffacinema.com/calendar/5131/,https://m.media-amazon.com/images/M/MV5BYTRhNzkzMDktZDNlNi00MDIwLWFiNjAtNTlmYjZjYWZlMTEzXkEyXkFqcGc@._V1_SX300.jpg,1966,yes
Jaffa Cinema,13/10/24,18:00,The Dreamers,https://www.jaffacinema.com/calendar/5130/,https://m.media-amazon.com/images/M/MV5BN2JlNDM0YjQtNjg3NC00MWY0LTk0MmMtMTVkMmU0MDQ4MGMzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,2003,yes
Jaffa Cinema,14/10/24,19:00,Persona,https://www.jaffacinema.com/calendar/5131/,https://m.media-amazon.com/images/M/MV5BYTRhNzkzMDktZDNlNi00MDIwLWFiNjAtNTlmYjZjYWZlMTEzXkEyXkFqcGc@._V1_SX300.jpg,1966,yes
Jaffa Cinema,14/10/24,20:30,The Governor,https://www.jaffacinema.com/calendar/5109/,https://m.media-amazon.com/images/M/MV5BNzA5OTQ4Mjc1OF5BMl5BanBnXkFtZTcwNjk0NzYyMg@@._V1_SX300.jpg,2009,yes
Jaffa Cinema,14/10/24,18:00,The Dreamers,https://www.jaffacinema.com/calendar/5130/,https://m.media-amazon.com/images/M/MV5BN2JlNDM0YjQtNjg3NC00MWY0LTk0MmMtMTVkMmU0MDQ4MGMzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,2003,yes
Jaffa Cinema,15/10/24,20:30,The Water Front,https://www.jaffacinema.com/calendar/5064/,https://m.media-amazon.com/images/M/MV5BNmRjMDcyYTgtZjYxOC00MjI0LWIyNTgtYzY1NTM2ZDRhNGIzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes
Jaffa Cinema,15/10/24,18:00,Persona,https://www.jaffacinema.com/calendar/5131/,https://m.media-amazon.com/images/M/MV5BYTRhNzkzMDktZDNlNi00MDIwLWFiNjAtNTlmYjZjYWZlMTEzXkEyXkFqcGc@._V1_SX300.jpg,1966,yes
Jaffa Cinema,15/10/24,21:30,Get the Land Back,https://www.jaffacinema.com/calendar/4979/,https://m.media-amazon.com/images/M/MV5BYTUzNmI4ODUtNTY3Yi00Njk4LWFiMmMtNGRmZDhhMDcyYmJkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,2024,yes
Jaffa Cinema,15/10/24,19:00,School of Rock,https://www.jaffacinema.com/calendar/5145/,https://m.media-amazon.com/images/M/MV5BOTg2NDU4Mjg2NV5BMl5BanBnXkFtZTgwNjQ0MDIyMDI@._V1_SX300.jpg,2003,yes
Jaffa Cinema,17/10/24,19:00,Three Colors: Red,https://www.jaffacinema.com/calendar/5162/,https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1994,yes
Jaffa Cinema,17/10/24,21:30,Uncle Boonmee Who Can Recall His Past Lives,https://www.jaffacinema.com/calendar/5132/,https://m.media-amazon.com/images/M/MV5BMTc2MjAxMzI3NV5BMl5BanBnXkFtZTcwMDE3MDU0NA@@._V1_SX300.jpg,2010,yes
Jaffa Cinema,17/10/24,19:00,School of Rock,https://www.jaffacinema.com/calendar/5145/,https://m.media-amazon.com/images/M/MV5BOTg2NDU4Mjg2NV5BMl5BanBnXkFtZTgwNjQ0MDIyMDI@._V1_SX300.jpg,2003,yes
Jaffa Cinema,17/10/24,18:00,Synonyms,https://www.jaffacinema.com/calendar/5151/,https://m.media-amazon.com/images/M/MV5BMzBlMTJlNGMtOWQ5Zi00NzUzLTljNGUtYmUwYzI3NDFhMzlmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,2019,yes
Jaffa Cinema,19/10/24,21:30,Uncle Boonmee Who Can Recall His Past Lives,https://www.jaffacinema.com/calendar/5132/,https://m.media-amazon.com/images/M/MV5BMTc2MjAxMzI3NV5BMl5BanBnXkFtZTcwMDE3MDU0NA@@._V1_SX300.jpg,2010,yes
Jaffa Cinema,19/10/24,19:00,School of Rock,https://www.jaffacinema.com/calendar/5145/,https://m.media-amazon.com/images/M/MV5BOTg2NDU4Mjg2NV5BMl5BanBnXkFtZTgwNjQ0MDIyMDI@._V1_SX300.jpg,2003,yes
Jaffa Cinema,19/10/24,20:30,Synonyms,https://www.jaffacinema.com/calendar/5151/,https://m.media-amazon.com/images/M/MV5BMzBlMTJlNGMtOWQ5Zi00NzUzLTljNGUtYmUwYzI3NDFhMzlmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,2019,yes
Jaffa Cinema,19/10/24,18:00,Three Colors: Red,https://www.jaffacinema.com/calendar/5162/,https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1994,yes
Movieland,03/10/2024,,Joker: Folie À Deux,,,,
Movieland,07/10/2024,,נקמה יהודית 6: עזה במוקד,,,,
Movieland,10/10/2024,,The Silent Hour,,,,
Movieland,13/10/2024,,Transformers One,,,,
Movieland,17/10/2024,,Smile 2,,,,
Movieland,17/10/2024,,We Live On Time,,,,
Movieland,17/10/2024,,Elli & Her Monster Team,,,,
Movieland,17/10/2024,,Panda Bear In Africa,,,,
Movieland,17/10/2024,,The Day The Earth Blew Up,,,,
Movieland,17/10/2024,,Zak & Wowo: The Legend Of Lenders,,,,
Movieland,24/10/2024,,Venom: The Last Dan,,,,
Movieland,24/10/2024,,Weekend In Taipei,,,,
Movieland,14/11/2024,,The Braid,,,,
Movieland,14/11/2024,,Gladiator Ii,,,,
Movieland,21/11/2024,,Wicked,,,,
Movieland,28/11/2024,,Moana 2,,,,
Movieland,12/12/2024,,Kraven The Hunter,,,,
Movieland,12/12/2024,,Night Of The Hunted,,,,
Movieland,19/12/2024,,Mufasa: The Lion King,,,,
Movieland,02/01/2025,,A Real Pain,,,,
Movieland,23/01/2025,,Flight Risk,,,,
Movieland,13/02/2025,,Captain America: Brave New World,,,,
Movieland,20/03/2025,,Snow White,,,,
Hot Cinema,26/09/2024,,The Wild Robot,,,,
Hot Cinema,26/09/2024,,Second Act,,,,
Hot Cinema,26/09/2024,,How To Survive Without Mom,,,,
Hot Cinema,26/09/2024,,Megalopolis,,,,
Hot Cinema,26/09/2024,,Bonnard: Pierre & Marthe,,,,
Hot Cinema,26/09/2024,,Nefarious,,,,
Hot Cinema,27/09/2024,,Good Guys 2,,,,
Hot Cinema,29/09/2024,,Pulp Fiction,,,,
Hot Cinema,30/09/2024,,The Man Who Saved The Internet With A Sunflower,,,,
Hot Cinema,03/10/2024,,Sex,,,,
Hot Cinema,03/10/2024,,My Old Ass,,,,
Hot Cinema,03/10/2024,,Woman Of The Hour,,,,
Hot Cinema,03/10/2024,,Tasting,,,,
Hot Cinema,03/10/2024,,Joker-folie A Deux,,,,
Hot Cinema,09/10/2024,,Master And Margarita,,,,
Hot Cinema,09/10/2024,,Petites Mains,,,,
Hot Cinema,10/10/2024,,Zak & Wowo: The Legend Of Lenders,,,,
Hot Cinema,14/10/2024,,Marguerite's Theorem,,,,
Hot Cinema,17/10/2024,,Smile 2,,,,
Hot Cinema,17/10/2024,,The Day The Earth Blew Up: A Looney Tunes Movie,,,,
Hot Cinema,17/10/2024,,Elli & Her Monster Team,,,,
Hot Cinema,17/10/2024,,Panda Bear In Africa,,,,
Hot Cinema,20/10/2024,,Attention!,,,,
Hot Cinema,24/10/2024,,Transformers: One,,,,
Hot Cinema,28/10/2024,,The Braid,,,,
Hot Cinema,29/10/2024,,Letter From Masanjia,,,,
Hot Cinema,20/03/2025,,Snow White,,,,
Cinema City,25/09/2024,,Super Wings The Movie: Maximum Speed,,,,
Cinema City,26/09/2024,,How To Survive Without Mom,,,,
Cinema City,26/09/2024,,Nefarious,,,,
Cinema City,26/09/2024,,Second Act,,,,
Cinema City,26/09/2024,,The Wild Robot,,,,
Cinema City,26/09/2024,,Bonnard: Pierre & Marthe,,,,
Cinema City,26/09/2024,,Megalopolis,,,,
Cinema City,26/09/2024,,Come Closer,,,,
Cinema City,03/10/2024,,Sex,,,,
Cinema City,03/10/2024,,My Old Ass,,,,
Cinema City,03/10/2024,,Womanof The Hour,,,,
Cinema City,03/10/2024,,Joker: Folie Deux,,,,
Cinema City,03/10/2024,,Tasting,,,,
Cinema City,09/10/2024,,Combat Wombat Back Back,,,,
Cinema City,10/10/2024,,Hellboy: The Crooked Man,,,,
Cinema City,10/10/2024,,The Silent Hour,,,,
Cinema City,17/10/2024,,Smile,,,,
Cinema City,17/10/2024,,The Apprentice,,,,
Cinema City,17/10/2024,,We Live In Time,,,,
Cinema City,17/10/2024,,Panda Bear In Africa,,,,
Cinema City,17/10/2024,,Zak & Wowo: The Legend Of Lenders,,,,
Cinema City,17/10/2024,,Elli & Her Monster Team,,,,
Cinema City,17/10/2024,,Luny Tunes,,,,
Cinema City,24/10/2024,,Weekend In Taipei,,,,
Cinema City,24/10/2024,,Venom: The Last Dance,,,,
Cinema City,24/10/2024,,This Is My Mother,,,,
Cinema City,24/10/2024,,Transformers: One,,,,
Cinema City,31/10/2024,,Under Therapy,,,,
Cinema City,14/11/2024,,Red One,,,,
Cinema City,21/11/2024,,Wicked,,,,
Cinema City,28/11/2024,,Moana,,,,
Cinema City,12/12/2024,,War Of The Rohirrim,,,,
Cinema City,12/12/2024,,Kraven The Hunter,,,,
Cinema City,19/12/2024,,Mufasa: The Lion King,,,,
Lev Cinema,26/09/2024,,Second Act,,,,
Lev Cinema,26/09/2024,,Megalopolis,,,,
Lev Cinema,26/09/2024,,The Wild Robot Dubbed,,,,
Lev Cinema,26/09/2024,,The Wild Robot,,,,
Lev Cinema,26/09/2024,,Megalopolis,,,,
Lev Cinema,03/10/2024,,My Old Ass,,,,
Lev Cinema,03/10/2024,,Joker: Folie A Deux,,,,
Lev Cinema,17/10/2024,,The Apprentice,,,,
Lev Cinema,24/10/2024,,This Is My Mother,,,,
Lev Cinema,07/11/2024,,Memory,,,,
Lev Cinema,28/11/2024,,Take Me Home,,,,
Lev Cinema,05/12/2024,,The Property,,,,
Lev Cinema,12/12/2024,,Anora,,,,
