cinema,date,time,title,href,poster,year,valid
Herziliya Cinemateque,20/08/2024,20:30,Amazing Grace,https://www.hcinema.org.il/event/%d7%97%d7%a1%d7%93-%d7%9e%d7%95%d7%a4%d7%9c%d7%90-amazing-grace-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/,https://m.media-amazon.com/images/M/MV5BMTI5MTkxMDA4M15BMl5BanBnXkFtZTcwNjA4Mjg0MQ@@._V1_SX300.jpg,2006,yes
Herziliya Cinemateque,20/08/2024,20:45,Inside Out 2,https://www.hcinema.org.il/event/%d7%94%d7%a7%d7%95%d7%9c-%d7%91%d7%a8%d7%90%d7%a9-2-inside-out-2-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99/,https://m.media-amazon.com/images/M/MV5BYTc1MDQ3NjAtOWEzMi00YzE1LWI2OWUtNjQ0OWJkMzI3MDhmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,2024,yes
Herziliya Cinemateque,21/08/2024,17:00,10 Lives,https://www.hcinema.org.il/event/%d7%94%d7%97%d7%aa%d7%95%d7%9c-%d7%91%d7%a2%d7%9c-10-%d7%94%d7%a0%d7%a9%d7%9e%d7%95%d7%aa-10-lives-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e/2024-08-21/,https://m.media-amazon.com/images/M/MV5BZDc3NDQzNzktOTk0OC00MWY1LWFjNGQtZDg0M2ZkNTc0YmM2XkEyXkFqcGdeQXVyMjEyMzc1Njg@._V1_SX300.jpg,2024,yes
Herziliya Cinemateque,21/08/2024,17:30,IF: Imaginary Friends,https://www.hcinema.org.il/event/%d7%97%d7%91%d7%a8%d7%99%d7%9d-%d7%93%d7%9e%d7%99%d7%95%d7%a0%d7%99%d7%99%d7%9d-if-imaginary-friends-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94/2024-08-21/,,,no
Herziliya Cinemateque,21/08/2024,18:00,Despicable Me 4,https://www.hcinema.org.il/event/%d7%92%d7%a0%d7%95%d7%91-%d7%a2%d7%9c-%d7%94%d7%97%d7%99%d7%99%d7%9d-despicable-me-4-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-08-21/,https://m.media-amazon.com/images/M/MV5BOTk4MjFhZTMtOWIxOS00YzE2LThkZGEtMzg0MDAyMmFiZmU1XkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_SX300.jpg,2024,yes
Herziliya Cinemateque,21/08/2024,20:30,Interstellar,https://www.hcinema.org.il/event/%d7%91%d7%99%d7%9f-%d7%9b%d7%95%d7%9b%d7%91%d7%99%d7%9d-interstellar-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2014,yes
Herziliya Cinemateque,22/08/2024,20:30,Monogamy,https://www.hcinema.org.il/event/%d7%9e%d7%95%d7%a0%d7%95%d7%92%d7%9e%d7%99%d7%94-monogamy-%d7%a9%d7%99%d7%97%d7%94-%d7%a2%d7%9d-%d7%90%d7%94%d7%93-%d7%9e%d7%99%d7%9c%d7%a9%d7%98%d7%99%d7%99%d7%9f-%d7%99%d7%95%d7%a6%d7%a8-%d7%94/,https://m.media-amazon.com/images/M/MV5BMTM2NDE2NDM5NF5BMl5BanBnXkFtZTcwODIwMzI0NA@@._V1_SX300.jpg,2010,yes
Herziliya Cinemateque,23/08/2024,21:00,Modern Father’s Diary,https://www.hcinema.org.il/event/%d7%99%d7%95%d7%9e%d7%a0%d7%95-%d7%a9%d7%9c-%d7%90%d7%91-%d7%9e%d7%95%d7%93%d7%a8%d7%a0%d7%99-modern-fathers-diary-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,,,no
Herziliya Cinemateque,24/08/2024,17:00,Of Parents and Children,https://www.hcinema.org.il/event/%d7%a2%d7%9c-%d7%94%d7%95%d7%a8%d7%99%d7%9d-%d7%95%d7%99%d7%9c%d7%93%d7%99%d7%9d-of-parents-and-children-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,,,no
Herziliya Cinemateque,24/08/2024,20:30,The Ear,https://www.hcinema.org.il/event/%d7%94%d7%90%d7%95%d7%96%d7%9f-the-ear-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,https://m.media-amazon.com/images/M/MV5BMzExMWY3N2ItY2M3Yy00ZDY4LWI3MWEtY2VlNGI4M2I2NjgxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg,1970,yes
Herziliya Cinemateque,26/08/2024,16:00,Star Wars: Episode IV - A New Hope,https://www.hcinema.org.il/event/%d7%9e%d7%9c%d7%97%d7%9e%d7%aa-%d7%94%d7%9b%d7%95%d7%9b%d7%91%d7%99%d7%9d-%d7%aa%d7%a7%d7%95%d7%95%d7%94-%d7%97%d7%93%d7%a9%d7%94-star-wars-a-new-hope-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0/,https://m.media-amazon.com/images/M/MV5BOTA5NjhiOTAtZWM0ZC00MWNhLThiMzEtZDFkOTk2OTU1ZDJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_SX300.jpg,1977,yes
Herziliya Cinemateque,26/08/2024,19:00,Star Wars: Episode V - The Empire Strikes Back,https://www.hcinema.org.il/event/%d7%9e%d7%9c%d7%97%d7%9e%d7%aa-%d7%94%d7%9b%d7%95%d7%9b%d7%91%d7%99%d7%9d-%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%9e%d7%9b%d7%94-%d7%a9%d7%a0%d7%99%d7%aa-star-wars-the-empire-strikes/,https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1980,yes
Herziliya Cinemateque,26/08/2024,22:00,Star Wars: Episode VI - Return of the Jedi,https://www.hcinema.org.il/event/%d7%9e%d7%9c%d7%97%d7%9e%d7%aa-%d7%94%d7%9b%d7%95%d7%9b%d7%91%d7%99%d7%9d-%d7%a9%d7%95%d7%91%d7%95-%d7%a9%d7%9c-%d7%94%d7%92%d7%93%d7%99%d7%99-star-wars-return-of-the-jedi-%d7%a1%d7%a8%d7%98/,https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1983,yes
Herziliya Cinemateque,27/08/2024,18:00,The Good Soldier Schweik,https://www.hcinema.org.il/event/%d7%94%d7%97%d7%99%d7%99%d7%9c-%d7%94%d7%90%d7%9e%d7%99%d7%a5-%d7%a9%d7%95%d7%95%d7%99%d7%99%d7%a7-the-good-soldier-schweik-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94-%d7%a9/,https://m.media-amazon.com/images/M/MV5BM2U0NjYyYjAtY2NjMy00MzhhLTkxZjAtN2NlZjA1Y2RjMTZjXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,1960,yes
Herziliya Cinemateque,27/08/2024,20:30,Bagdad Cafe,https://www.hcinema.org.il/event/%d7%a7%d7%a4%d7%94-%d7%91%d7%92%d7%93%d7%93-bagdad-cafe-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/,https://m.media-amazon.com/images/M/MV5BNmUwZGZhZTktNGNmOS00NDA0LWEzYWUtZjE2ODA5OTM2OTc2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,1987,yes
Herziliya Cinemateque,28/08/2024,20:30,Local Hero,https://www.hcinema.org.il/event/%d7%92%d7%99%d7%91%d7%95%d7%a8-%d7%9e%d7%a7%d7%95%d7%9e%d7%99-local-hero-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,https://m.media-amazon.com/images/M/MV5BNjAxOGVjZjktNjc1Ny00NGYyLWEwYWUtNDZhMDJmZmQzMjIzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,1983,yes
Herziliya Cinemateque,29/08/2024,20:30,4 Adventures Of Reinette  Mirabelle,https://www.hcinema.org.il/event/4-%d7%94%d7%a8%d7%a4%d7%aa%d7%a7%d7%90%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a8%d7%a0%d7%98-%d7%95%d7%9e%d7%99%d7%a8%d7%91%d7%9c-4-adventures-of-reinette-mirabelle-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b/,,,no
Herziliya Cinemateque,30/08/2024,21:00,We Have Never Been Modern,https://www.hcinema.org.il/event/%d7%90%d7%a3-%d7%a4%d7%a2%d7%9d-%d7%9c%d7%90-%d7%94%d7%99%d7%99%d7%a0%d7%95-%d7%9e%d7%95%d7%93%d7%a8%d7%a0%d7%99%d7%99%d7%9d-we-have-never-been-modern-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0/,https://m.media-amazon.com/images/M/MV5BY2I4OTViMzUtY2IzZS00NmY2LWJkMDktYmNlOGVlZTMzODI3XkEyXkFqcGdeQXVyMTQ4MjY5MjIw._V1_SX300.jpg,2023,yes
Herziliya Cinemateque,31/08/2024,17:00,Highway 65,https://www.hcinema.org.il/event/%d7%98%d7%a8%d7%95%d7%9d-%d7%91%d7%9b%d7%95%d7%a8%d7%94-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99%d7%aa-%d7%9b%d7%91%d7%99%d7%a9-%d7%94%d7%a1%d7%a8%d7%92%d7%9c-highway-65-%d7%a1%d7%a8%d7%98-%d7%aa/,https://m.media-amazon.com/images/M/MV5BMzAxM2U5ZGQtZTljYi00OWVlLWJmMGUtZDM0NzFhZTg3NTM1XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,2024,yes
Herziliya Cinemateque,31/08/2024,20:30,I Dutifully Report,https://www.hcinema.org.il/event/%d7%90%d7%a0%d7%99-%d7%9e%d7%93%d7%95%d7%95%d7%97-%d7%91%d7%a6%d7%99%d7%99%d7%aa%d7%a0%d7%95%d7%aa-i-dutifully-report-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,https://m.media-amazon.com/images/M/MV5BZjVkODk5ZDQtYTgzMC00ZjM3LWEzNWItY2YwMTMwY2JlYzY2XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,1958,yes
Kolnoa Kanada,27/08/2024,19:00,Eternal Sunshine of the Spotless Mind,https://ticks.co.il/e/i8tjd3FzOk1,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg,2004,yes
Kolnoa Kanada,28/08/2024,20:00,Eraserhead,https://ticks.co.il/event.php?i=VuivcEdVuc1,https://m.media-amazon.com/images/M/MV5BMDExYzg5YjQtMzE0Yy00OWJjLThiZTctMWI5MzhjM2RmNjA4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1977,yes
Kolnoa Kanada,28/08/2024,22:30,Thelma & Louise,https://ticks.co.il/event.php?i=zlOwVUa0qi1,https://m.media-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_SX300.jpg,1991,yes
Kolnoa Kanada,29/08/2024,19:00,Wild at Heart,https://ticks.co.il/event.php?i=0Qxm2Ym5ww1,https://m.media-amazon.com/images/M/MV5BODJiNmU0YzgtMGU1MS00M2YzLWI1NDctOGQwYWRiODZkM2YwXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,1990,yes
Kolnoa Kanada,29/08/2024,22:00,Midnight Cowboy,https://ticks.co.il/e/GfNpitf8Vu1,https://m.media-amazon.com/images/M/MV5BZmFlZDZmMTYtZjczOS00M2M0LWIxYzItYmRjM2IxYTg4NDg2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,1969,yes
Kolnoa Kanada,30/08/2024,22:00,Cowboy Bebop,https://ticks.co.il/event.php?i=aU9faPvFAs1,https://m.media-amazon.com/images/M/MV5BZDEzMjlkNDgtZjhkNi00N2RlLWFhZTYtNDE5OTc2NjZkODJlXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_SX300.jpg,1998–1999,yes
Kolnoa Kanada,31/08/2024,21:30,Drugstore Cowboy,https://ticks.co.il/event.php?i=NXmKL1SQAT1,https://m.media-amazon.com/images/M/MV5BMDljYTNjNWItZjFjNy00OGZhLWFjNjMtZjgyZjYxZGE0NTliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1989,yes
Kolnoa Kanada,12/09/2024,20:00,Apocalypse Now,https://ticks.co.il/event.php?i=867Yp0VWjM1,https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,1979,yes
Kolnoa Kanada,19/09/2024,20:00,Hearts of Darkness: A Filmmaker's Apocalypse,https://ticks.co.il/event.php?i=BKCCYb0OZH1,https://m.media-amazon.com/images/M/MV5BNWQxZTQ4OTItNTdmNS00NGY0LTg5NDAtZjViMjQ2ODg3ZGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1991,yes
Yes Planet,22/08/2024,,The Crow
Yes Planet,22/08/2024,,Blink Twice
Yes Planet,22/08/2024,,This Time Next Year
Yes Planet,22/08/2024,,Take a Chance On Me
Yes Planet,22/08/2024,,A world Apart
Yes Planet,22/08/2024,,CASH OUT
Yes Planet,29/08/2024,,Daddio
Yes Planet,29/08/2024,,Strange Darling
Yes Planet,12/09/2024,,Speak no evil
Yes Planet,12/09/2024,,School of magical animals: Part 2
Yes Planet,12/09/2024,,The Wild Robot
Yes Planet,12/09/2024,,USHER: RENDEZVOUS IN PARIS
Yes Planet,03/10/2024,,Joker: Folie A Deux
Yes Planet,17/10/2024,,Smile 2
Yes Planet,24/10/2024,,Transformers One
Yes Planet,24/10/2024,,Venom: The Last Dance
Yes Planet,14/11/2024,,The Vanishing Soldier
Yes Planet,14/11/2024,,Gladiator II
Yes Planet,21/11/2024,,Wicked: Part 1
Yes Planet,28/11/2024,,Moana 2
Yes Planet,12/12/2024,,Arugam Bay
Yes Planet,19/12/2024,,Mufasa: The Lion King
Yes Planet,13/02/2025,,Captain America: Brave New World
Jerusalem Cinemateque,20/08/2024,18:00,Blonde Venus,https://jer-cin.org.il/en/event/77423,https://m.media-amazon.com/images/M/MV5BNDMwYmZmZDYtMjA1NS00YzJkLWI2ODUtZTA2NTgwMGI3Mzc0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,1932,yes
Jerusalem Cinemateque,20/08/2024,18:00,Death in Umm Al-Hiran,https://jer-cin.org.il/en/event/77425,https://m.media-amazon.com/images/M/MV5BZjE1NTRiYjctMGVjNC00ODI3LWI0NmEtYjdkZDQ1ZjY4YTgxXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,2024,yes
Jerusalem Cinemateque,20/08/2024,18:00,Thelma & Louise,https://jer-cin.org.il/en/event/77681,https://m.media-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_SX300.jpg,1991,yes
Jerusalem Cinemateque,20/08/2024,20:00,Code Unknown,https://jer-cin.org.il/en/event/77429,https://m.media-amazon.com/images/M/MV5BZWM1YzdkNjYtNTI4NS00ZTU1LTgxMzYtNDAzOGU2N2FhZDdlXkEyXkFqcGdeQXVyMjYyNzc4MQ@@._V1_SX300.jpg,2000,yes
Jerusalem Cinemateque,20/08/2024,20:15,Do You Remember Dolly Bell?,https://jer-cin.org.il/en/event/77433,https://m.media-amazon.com/images/M/MV5BY2MyNmM3ZGYtYTM2ZS00ZDJjLWI2Y2MtMGMxNWYyYTcxYzdhXkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_SX300.jpg,1981,yes
Jerusalem Cinemateque,20/08/2024,20:30,The Tatami Galaxy,https://jer-cin.org.il/en/event/77695,https://m.media-amazon.com/images/M/MV5BODVjY2ViOWYtNjI0ZS00OGI4LTk3ZGMtOGJmMTczM2U5MTY5XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_SX300.jpg,2010,yes
Jerusalem Cinemateque,21/08/2024,18:00,Alita: Battle Angel,https://jer-cin.org.il/en/event/77435,https://m.media-amazon.com/images/M/MV5BMTQzYWYwYjctY2JhZS00NTYzLTllM2UtZWY5ZTk0NmYwYzIyXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,2019,yes
Jerusalem Cinemateque,21/08/2024,18:00,Edward II,https://jer-cin.org.il/en/event/77439,https://m.media-amazon.com/images/M/MV5BMTQxODgzNjU1Ml5BMl5BanBnXkFtZTgwODUwNTkwMzE@._V1_SX300.jpg,1991,yes
