cinema,date,time,title,href,poster,year,valid
Herziliya Cinemateque,08/10/2024,14:00,The Teachers' Lounge,https://www.hcinema.org.il/event/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d-the-teachers-lounge-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-10-08/,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023.0,yes
Herziliya Cinemateque,08/10/2024,14:15,Adios Buenos Aires,https://www.hcinema.org.il/event/%d7%90%d7%93%d7%99%d7%95%d7%a1-%d7%91%d7%95%d7%90%d7%a0%d7%95%d7%a1-%d7%90%d7%99%d7%99%d7%a8%d7%a1-adios-buenos-aires-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9/2024-10-08/,https://m.media-amazon.com/images/M/MV5BMWU3YTU0OTAtYWRlNS00MjAyLThiOTYtNTYyMzQzOTE0YzViXkEyXkFqcGdeQXVyNTI1MzQyMzE@._V1_SX300.jpg,2023.0,yes
Herziliya Cinemateque,08/10/2024,16:00,Thelma,https://www.hcinema.org.il/event/%d7%aa%d7%9c%d7%9e%d7%94-thelma-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91-2/2024-10-08/,https://m.media-amazon.com/images/M/MV5BM2Q2ZmY1ZmYtYWJlMS00MDJhLTkyYmUtMmU4MTQ5OThlYjQ2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,08/10/2024,16:15,"Come, Closer",https://www.hcinema.org.il/event/%d7%a7%d7%a8%d7%95%d7%91-%d7%90%d7%9c%d7%99%d7%99-come-closer-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-10-08/,https://m.media-amazon.com/images/M/MV5BOTllMTJhMjEtNzZjMS00MzhjLThmMjgtMGIwMTcwODA0MDZjXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,2010.0,yes
Herziliya Cinemateque,08/10/2024,18:00,Sex,https://www.hcinema.org.il/event/%d7%9e%d7%99%d7%9f-%d7%90%d7%a0%d7%95%d7%a9%d7%99-sex-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-10-08/2/,,,no
Herziliya Cinemateque,08/10/2024,18:30,Bonnard: Pierre et Marthe,https://www.hcinema.org.il/event/%d7%a4%d7%99%d7%99%d7%a8-%d7%95%d7%9e%d7%90%d7%a8%d7%aa-%d7%90%d7%95%d7%9e%d7%a0%d7%95%d7%aa-%d7%95%d7%90%d7%94%d7%91%d7%94-bonnard-pierre-et-marthe-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1-3/2024-10-08/2/,,,no
Herziliya Cinemateque,08/10/2024,20:30,Joker: Folie à Deux,https://www.hcinema.org.il/event/%d7%92%d7%95%d7%a7%d7%a8-%d7%98%d7%99%d7%a8%d7%95%d7%a3-%d7%91%d7%a9%d7%a0%d7%99%d7%99%d7%9d-joker-folie-a-deux-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9/2024-10-08/,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,08/10/2024,20:45,Ordinary People,https://www.hcinema.org.il/event/%d7%a1%d7%a8%d7%98-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%a7%d7%a6%d7%a8-%d7%90%d7%a0%d7%90-%d7%a8%d7%92%d7%99%d7%9c-ordinary-%d7%a1%d7%a8%d7%98-%d7%91%d7%90%d7%95%d7%a8%d7%9a-%d7%9e%d7%9c/,https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,1980.0,yes
Herziliya Cinemateque,09/10/2024,17:00,The Wild Robot,https://www.hcinema.org.il/event/%d7%a8%d7%95%d7%96-%d7%94%d7%a8%d7%95%d7%91%d7%95%d7%98%d7%99%d7%aa-the-wild-robot-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8/2024-10-09/,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,09/10/2024,17:15,Harold and the Purple Crayon,https://www.hcinema.org.il/event/%d7%a2%d7%99%d7%a4%d7%a8%d7%95%d7%9f-%d7%94%d7%a7%d7%a1%d7%9d-harold-and-the-purple-crayon-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e-3/2024-10-09/,https://m.media-amazon.com/images/M/MV5BZGE3MmYxOTgtMGY1Ni00ZWQ4LTlhNjAtMzcxYjIzMjcwN2U1XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,09/10/2024,17:30,Inside Out 2,https://www.hcinema.org.il/event/%d7%94%d7%a7%d7%95%d7%9c-%d7%91%d7%a8%d7%90%d7%a9-2-inside-out-2-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-3/2024-10-09/,https://m.media-amazon.com/images/M/MV5BYWY3MDE2Y2UtOTE3Zi00MGUzLTg2MTItZjE1ZWVkMGVlODRmXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,09/10/2024,19:30,Sex,https://www.hcinema.org.il/event/%d7%9e%d7%99%d7%9f-%d7%90%d7%a0%d7%95%d7%a9%d7%99-sex-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-09/,,,no
Herziliya Cinemateque,09/10/2024,20:00,The Lord of the Rings: The Two Towers,https://www.hcinema.org.il/event/%d7%a9%d7%a8-%d7%94%d7%98%d7%91%d7%a2%d7%95%d7%aa-%d7%a9%d7%a0%d7%99-%d7%94%d7%a6%d7%a8%d7%99%d7%97%d7%99%d7%9d-lord-of-the-rings-the-two-towers-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97/2024-10-09/,https://m.media-amazon.com/images/M/MV5BMGQxMDdiOWUtYjc1Ni00YzM1LWE2NjMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_SX300.jpg,2002.0,yes
Herziliya Cinemateque,09/10/2024,20:30,Journey to the Center of the Earth,https://www.hcinema.org.il/event/%d7%a1%d7%a8%d7%98-%d7%91%d7%a1%d7%a0%d7%98%d7%a8-the-center-%d7%a9%d7%99%d7%97%d7%94-%d7%a2%d7%9d-%d7%a7%d7%95%d7%91%d7%99-%d7%a4%d7%a8%d7%92-%d7%9e%d7%99%d7%95%d7%a6%d7%a8%d7%99-%d7%94%d7%a1/,https://m.media-amazon.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_SX300.jpg,2008.0,yes
Herziliya Cinemateque,10/10/2024,17:00,The Wild Robot,https://www.hcinema.org.il/event/%d7%a8%d7%95%d7%96-%d7%94%d7%a8%d7%95%d7%91%d7%95%d7%98%d7%99%d7%aa-the-wild-robot-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8/2024-10-10/,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,10/10/2024,17:30,Joker: Folie à Deux,https://www.hcinema.org.il/event/%d7%92%d7%95%d7%a7%d7%a8-%d7%98%d7%99%d7%a8%d7%95%d7%a3-%d7%91%d7%a9%d7%a0%d7%99%d7%99%d7%9d-joker-folie-a-deux-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-10/,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,10/10/2024,20:30,Mr. Klein,https://www.hcinema.org.il/event/%d7%9e%d7%a8-%d7%a7%d7%9c%d7%99%d7%99%d7%9f-mr-klein-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,https://m.media-amazon.com/images/M/MV5BMDc1MTQ0NGUtYWVkNy00OWM2LTgzYjItN2VhNzE3ZDAzNThjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,1976.0,yes
Herziliya Cinemateque,12/10/2024,20:00,Joker: Folie à Deux,https://www.hcinema.org.il/event/%d7%92%d7%95%d7%a7%d7%a8-%d7%98%d7%99%d7%a8%d7%95%d7%a3-%d7%91%d7%a9%d7%a0%d7%99%d7%99%d7%9d-joker-folie-a-deux-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-12/,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,13/10/2024,14:15,The Wild Robot,https://www.hcinema.org.il/event/%d7%a8%d7%95%d7%96-%d7%94%d7%a8%d7%95%d7%91%d7%95%d7%98%d7%99%d7%aa-the-wild-robot-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8/2024-10-13/,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,13/10/2024,14:30,Harold and the Purple Crayon,https://www.hcinema.org.il/event/%d7%a2%d7%99%d7%a4%d7%a8%d7%95%d7%9f-%d7%94%d7%a7%d7%a1%d7%9d-harold-and-the-purple-crayon-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e-3/2024-10-13/,https://m.media-amazon.com/images/M/MV5BZGE3MmYxOTgtMGY1Ni00ZWQ4LTlhNjAtMzcxYjIzMjcwN2U1XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,13/10/2024,17:00,The Lord of the Rings: The Fellowship of the Ring,https://www.hcinema.org.il/event/%d7%a9%d7%a8-%d7%94%d7%98%d7%91%d7%a2%d7%95%d7%aa-%d7%90%d7%97%d7%95%d7%95%d7%aa-%d7%94%d7%98%d7%91%d7%a2%d7%aa-lord-of-the-rings-the-fellowship-of-the-ring-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e-2/2024-10-13/,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,2001.0,yes
Herziliya Cinemateque,13/10/2024,20:15,The Teachers' Lounge,https://www.hcinema.org.il/event/41545/2024-10-13/,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023.0,yes
Herziliya Cinemateque,13/10/2024,20:30,"Come, Closer",https://www.hcinema.org.il/event/%d7%a7%d7%a8%d7%95%d7%91-%d7%90%d7%9c%d7%99%d7%99-come-closer-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-13/,https://m.media-amazon.com/images/M/MV5BOTllMTJhMjEtNzZjMS00MzhjLThmMjgtMGIwMTcwODA0MDZjXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,2010.0,yes
Herziliya Cinemateque,13/10/2024,20:45,Joker: Folie à Deux,https://www.hcinema.org.il/event/%d7%92%d7%95%d7%a7%d7%a8-%d7%98%d7%99%d7%a8%d7%95%d7%a3-%d7%91%d7%a9%d7%a0%d7%99%d7%99%d7%9d-joker-folie-a-deux-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-13/,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,14/10/2024,14:00,Harold and the Purple Crayon,https://www.hcinema.org.il/event/%d7%a2%d7%99%d7%a4%d7%a8%d7%95%d7%9f-%d7%94%d7%a7%d7%a1%d7%9d-harold-and-the-purple-crayon-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e-3/2024-10-14/,https://m.media-amazon.com/images/M/MV5BZGE3MmYxOTgtMGY1Ni00ZWQ4LTlhNjAtMzcxYjIzMjcwN2U1XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,14/10/2024,14:45,The Wild Robot,https://www.hcinema.org.il/event/%d7%a8%d7%95%d7%96-%d7%94%d7%a8%d7%95%d7%91%d7%95%d7%98%d7%99%d7%aa-the-wild-robot-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%91%d7%a8%d7%99-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8/2024-10-14/,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,14/10/2024,17:00,The Lord of the Rings: The Two Towers,https://www.hcinema.org.il/event/%d7%a9%d7%a8-%d7%94%d7%98%d7%91%d7%a2%d7%95%d7%aa-%d7%a9%d7%a0%d7%99-%d7%94%d7%a6%d7%a8%d7%99%d7%97%d7%99%d7%9d-lord-of-the-rings-the-two-towers-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97/2024-10-14/,https://m.media-amazon.com/images/M/MV5BMGQxMDdiOWUtYjc1Ni00YzM1LWE2NjMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_SX300.jpg,2002.0,yes
Herziliya Cinemateque,14/10/2024,17:30,The Wild Robot,https://www.hcinema.org.il/event/%d7%a8%d7%95%d7%96-%d7%94%d7%a8%d7%95%d7%91%d7%95%d7%98%d7%99%d7%aa-the-wild-robot-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-14/,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,14/10/2024,19:30,Joker: Folie à Deux,https://www.hcinema.org.il/event/%d7%92%d7%95%d7%a7%d7%a8-%d7%98%d7%99%d7%a8%d7%95%d7%a3-%d7%91%d7%a9%d7%a0%d7%99%d7%99%d7%9d-joker-folie-a-deux-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-14/,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Herziliya Cinemateque,14/10/2024,20:00,"Come, Closer",https://www.hcinema.org.il/event/%d7%a7%d7%a8%d7%95%d7%91-%d7%90%d7%9c%d7%99%d7%99-come-closer-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa/2024-10-14/,https://m.media-amazon.com/images/M/MV5BOTllMTJhMjEtNzZjMS00MzhjLThmMjgtMGIwMTcwODA0MDZjXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,2010.0,yes
Herziliya Cinemateque,15/10/2024,11:00,Bonnard: Pierre et Marthe,https://www.hcinema.org.il/event/%d7%a4%d7%99%d7%99%d7%a8-%d7%95%d7%9e%d7%90%d7%a8%d7%aa-%d7%90%d7%95%d7%9e%d7%a0%d7%95%d7%aa-%d7%95%d7%90%d7%94%d7%91%d7%94-bonnard-pierre-et-marthe-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1-3/2024-10-15/,,,no
Herziliya Cinemateque,15/10/2024,11:30,Sex,https://www.hcinema.org.il/event/%d7%9e%d7%99%d7%9f-%d7%90%d7%a0%d7%95%d7%a9%d7%99-sex-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-10-15/1/,,,no
Herziliya Cinemateque,15/10/2024,14:00,"Come, Closer",https://www.hcinema.org.il/event/%d7%a7%d7%a8%d7%95%d7%91-%d7%90%d7%9c%d7%99%d7%99-come-closer-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-10-15/,https://m.media-amazon.com/images/M/MV5BOTllMTJhMjEtNzZjMS00MzhjLThmMjgtMGIwMTcwODA0MDZjXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,2010.0,yes
Herziliya Cinemateque,15/10/2024,14:15,The Teachers' Lounge,https://www.hcinema.org.il/event/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d-the-teachers-lounge-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-10-15/,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023.0,yes
Herziliya Cinemateque,15/10/2024,17:00,The Lord of the Rings: The Return of the King,https://www.hcinema.org.il/event/%d7%a9%d7%a8-%d7%94%d7%98%d7%91%d7%a2%d7%95%d7%aa-%d7%a9%d7%99%d7%91%d7%aa-%d7%94%d7%9e%d7%9c%d7%9a-lord-of-the-rings-the-return-of-the-king-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97-2/,https://m.media-amazon.com/images/M/MV5BMTZkMjBjNWMtZGI5OC00MGU0LTk4ZTItODg2NWM3NTVmNWQ4XkEyXkFqcGc@._V1_SX300.jpg,2003.0,yes
Herziliya Cinemateque,15/10/2024,18:00,The Last Metro,https://www.hcinema.org.il/event/%d7%94%d7%9e%d7%98%d7%a8%d7%95-%d7%94%d7%90%d7%97%d7%a8%d7%95%d7%9f-the-last-metro-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94/,https://m.media-amazon.com/images/M/MV5BYmFiMTFlMzUtN2JmNS00MGIzLWEzOTUtY2RkNjQ2OTY2MDZiXkEyXkFqcGc@._V1_SX300.jpg,1980.0,yes
Herziliya Cinemateque,15/10/2024,18:30,Sex,https://www.hcinema.org.il/event/%d7%9e%d7%99%d7%9f-%d7%90%d7%a0%d7%95%d7%a9%d7%99-sex-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-10-15/2/,,,no
Herziliya Cinemateque,15/10/2024,20:30,Katya's Hand,https://www.hcinema.org.il/event/%d7%a1%d7%a8%d7%98-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%a7%d7%a6%d7%a8-%d7%94%d7%99%d7%93-%d7%a9%d7%9c-%d7%a7%d7%98%d7%99%d7%94-katyas-hand-%d7%a1%d7%a8%d7%98-%d7%91%d7%90%d7%95%d7%a8%d7%9a/,https://m.media-amazon.com/images/M/MV5BNDRiMzNiM2ItYmNmMC00YjJiLTgwZDQtOTU0Y2JjODU3MGM0XkEyXkFqcGdeQXVyMTMyNDkwMg@@._V1_SX300.jpg,2023.0,yes
