cinema,date,time,title,href,poster,year,valid
Coming Soon,09/10/2024,,Combat Wombat: Back 2 Back,,https://m.media-amazon.com/images/M/MV5BMzVjYjE2YzYtZmRiNS00Njk1LThkOTEtY2M2NDVmNTQxOTQyXkEyXkFqcGdeQXVyOTYwODIxOTk@._V1_SX300.jpg,2023.0,yes
Coming Soon,10/10/2024,,ZAK & WOWO: THE LEGEND OF LENDERS,,,,no
Coming Soon,10/10/2024,,Zak & Wowo: The Legend Of Lenders,,,,no
Coming Soon,17/10/2024,,Smile 2,,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,17/10/2024,,We Live in Time,,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,17/10/2024,,We Live On Time,,,,no
Coming Soon,17/10/2024,,Smile,,https://m.media-amazon.com/images/M/MV5BZjE2ZWIwMWEtNGFlMy00ZjYzLWEzOWEtYzQ0MDAwZDRhYzNjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_SX300.jpg,2022.0,yes
Coming Soon,17/10/2024,,Memory,,https://m.media-amazon.com/images/M/MV5BOGI5N2FhNzktZjZlNi00MmRjLWE1MmUtNjRlNzQyOGMzYjNhXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,2022.0,yes
Coming Soon,20/10/2024,,Attention Please,,https://m.media-amazon.com/images/M/MV5BZWNhMzk1MmMtMjkxMi00ZWY3LThiZGMtNTY3YWVjZjI4NWI3XkEyXkFqcGdeQXVyNjM4MDkzMTk@._V1_SX300.jpg,2021.0,yes
Coming Soon,24/10/2024,,Transformers One,,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,24/10/2024,,Venom: The Last Dance,,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,24/10/2024,,Venom: The Last Dan,,,,no
Coming Soon,31/10/2024,,This Is My Mother,,https://m.media-amazon.com/images/M/MV5BOTQwNWEyMGUtOTIyNC00MDcxLTgzOWEtNjFhZGE0YTM2YTg2XkEyXkFqcGdeQXVyNTAyNDQzNjI@._V1_SX300.jpg,2023.0,yes
Coming Soon,07/11/2024,,The Braid,,https://m.media-amazon.com/images/M/MV5BOTM2NjBjM2ItNjdmZi00MTljLTliZjctNzE4ZGM5NTIwODc1XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_SX300.jpg,2023.0,yes
Coming Soon,07/11/2024,,Anora,,https://m.media-amazon.com/images/M/MV5BMWM1ZTBlYzctNmFiMS00NjdlLWJhZDctNjg0ZjcxMDJkOTBlXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,14/11/2024,,The Vanishing Soldier,,https://m.media-amazon.com/images/M/MV5BNGQ1YzFiYWUtNjIwMC00MzdkLThmMjctZDhkYmExODAzMTNmXkEyXkFqcGdeQXVyMTIxMTAzNzU4._V1_SX300.jpg,2023.0,yes
Coming Soon,14/11/2024,,Gladiator II,,https://m.media-amazon.com/images/M/MV5BODVlNzZmOWUtNTNhNC00YzczLTg5NzAtOThlZjViZDkwYTIzXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,14/11/2024,,One Piece Film: Red,,https://m.media-amazon.com/images/M/MV5BODY4OWM5M2UtM2Y1Yi00YjAyLTlhMDktMDkzZjFmMjI5MmI5XkEyXkFqcGdeQXVyMTA1NjQyNjkw._V1_SX300.jpg,2022.0,yes
Coming Soon,21/11/2024,,Wicked: Part 1,,,,no
Coming Soon,28/11/2024,,Moana 2,,https://m.media-amazon.com/images/M/MV5BZTU3YzdlNjQtY2ExOS00YjMyLTg2OWEtMzcwYmU0NWQzMmU1XkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,28/11/2024,,Flight/Risk,,https://m.media-amazon.com/images/M/MV5BZmIwMjQxNzQtMDEwMi00YWI5LWIxNGYtYjQwYjZhMGI0YjNiXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,2022.0,yes
Coming Soon,28/11/2024,,Moana,,https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,2016.0,yes
Coming Soon,12/12/2024,,Arugam Bay,,https://m.media-amazon.com/images/M/MV5BYmM5YmJhYzktZDVjZC00MjFlLTg0MjYtN2ZmMDBjMGY1YjRkXkEyXkFqcGdeQXVyMTA2NDQ0NjA@._V1_SX300.jpg,2023.0,yes
Coming Soon,12/12/2024,,Kraven the Hunter,,https://m.media-amazon.com/images/M/MV5BZWNhOWY4OTUtNDIwZC00ZTMzLTgzNDgtZGU5OWM0ODcwYmVlXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_SX300.jpg,2024.0,yes
Coming Soon,12/12/2024,,Night of the Hunted,,https://m.media-amazon.com/images/M/MV5BM2RlN2FjMjQtNmEwOS00OTRiLWEyNTEtMTlkYzQ2ZTFjNWVkXkEyXkFqcGdeQXVyMzQyMDgzOTU@._V1_SX300.jpg,2023.0,yes
Coming Soon,19/12/2024,,Mufasa: The Lion King,,https://m.media-amazon.com/images/M/MV5BM2IxZTc4YjctM2RhZS00YTEyLThhMzItNTJmNTdhYzQ1Mjc4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_SX300.jpg,2024.0,yes
Coming Soon,02/01/2025,,A Real Pain,,https://m.media-amazon.com/images/M/MV5BYzdmOWViZTAtZGU4MS00NWEzLWExOGUtNGU5ZjIzMmFiM2NhXkEyXkFqcGc@._V1_SX300.jpg,2024.0,yes
Coming Soon,13/02/2025,,Captain America: Brave New World,,https://m.media-amazon.com/images/M/MV5BZTk2NTUxZDItN2Y1Ni00MDFjLTg4OWItMWY3M2Q2OGNiODUwXkEyXkFqcGc@._V1_SX300.jpg,2025.0,yes
Coming Soon,20/03/2025,,Snow White and the Huntsman,,https://m.media-amazon.com/images/M/MV5BOGQ5MWNjZGQtOWM2ZC00MjEyLWEwODAtN2JmN2U0OWQ0YzI3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,2012.0,yes
